,region,council,date_issued,council_ref,location_street,location_suburb,location_area, Location_Postcode ,legal_description,val_number,consent_value,description
51338,Wellington,Rangitikei,30-Dec-19,RaDec19/7,34 Neumans Line,,,  ,,,100000,"addition to building of 2 bedrooms, living room, ablution area and kitchen with freestanding woodfire with wetback.installation of new effluent system"
51343,Wellington,Rangitikei,30-Dec-19,RaDec19/2,1628 Taihape-Napier Road,,,  ,,,520000,"build a 3 bedroom, 2 bathroom house with attached garage and a freestanding metro mega rad woodburner"
51670,Bay of Plenty,Rotorua,30-Apr-19,Rt79093,131 Ohakuri Road,Upper Atiamuri,Rotorua,  ,,07000 438 65,75000,relocatable dwelling and oset and jayline woodburner
51832,Bay of Plenty,Rotorua,11-Jul-19,Rt79248,283 State HIghway 30,Rotoma,Rotorua,  ,,06962*352*00*,80000,relocated dwelling and masport woodburner
51863,Bay of Plenty,Rotorua,25-Jul-19,Rt78969,8 Steep Street,Okareka,Rotorua,  ,,07011*307*00*,0,change cladding; masport woodburner &  various internal alterations
52009,Bay of Plenty,Rotorua,01-Oct-19,Rt79859,37 Operiana Street,Ngongotaha,Rotorua,  ,,07065*087*00*,4200,bannockburn i2000 insert woodburner
52187,Manawatu-Whanganui,Ruapehu,08-Jan-19,Rp23272,State Highway 1,,Waiouru,  ,Sub 4 So18808,,5656,solid fuel heater
52273,Manawatu-Whanganui,Ruapehu,15-Jan-19,Rp23278,6 Ranfurly Terrace,,Raetihi,  ,Sec 87,,5000,solid fuel heater - woodsman brunner mkii
52274,Manawatu-Whanganui,Ruapehu,15-Jan-19,Rp23281,40 Miro Street,,Manunui,  ,Lot 1 Dp48533,,6000,solid fuel heater - wee rad on base
52276,Manawatu-Whanganui,Ruapehu,16-Jan-19,Rp23269,Riviera Place,,Taringamotu,  ,Lot 2 Dp390006,,536000,new dewlling + wood fire  + internal access double garage and detached new totalspan shed
52277,Manawatu-Whanganui,Ruapehu,17-Jan-19,Rp23289,Whakapapa Road,,Owhango,  ,Pt Sect 4,,7000,solid fuel heater - wagner fairburn
52280,Manawatu-Whanganui,Ruapehu,28-Jan-19,Rp23275,3500 State Highway 4,,Raurimu,  ,Lot 1 Dp503139,,3500,solid fuel heater - metro wee rad
52284,Manawatu-Whanganui,Ruapehu,04-Feb-19,Rp23305,Grey Street,,,  ,Lot 1 Dp455399,,5500,solid fuel heater - pyro classic mini
52289,Manawatu-Whanganui,Ruapehu,11-Feb-19,Rp23303,Pitt Street,,,  ,Sec 150,,3500,solid fuel heater - woodsman flare
52305,Manawatu-Whanganui,Ruapehu,05-Mar-19,Rp23325,Whanganui River Rd,,,  ,Pt Sec 11,,5700,fisher blenheim f/s woodfire with wetback
52306,Manawatu-Whanganui,Ruapehu,06-Mar-19,Rp23327,State Highway 1,,,  ,Sub 4 So18808,,5000,solid fuel heater - metro wee rad
52308,Manawatu-Whanganui,Ruapehu,07-Mar-19,Rp23333,Nelvin Avenue,,,  ,Pt Sec 90,,1000,solid fuel heater - metro eco wee rad
52312,Manawatu-Whanganui,Ruapehu,07-Mar-19,Rp23337,Otapouri Road,,,  ,Lot 1 Dp55988,,5000,solid fuel heater - metro wee rad base
52327,Manawatu-Whanganui,Ruapehu,27-Mar-19,Rp23363,Moore Street,,,  ,Sect 14,,2000,solid fuel heater - yunca monte base
52328,Manawatu-Whanganui,Ruapehu,28-Mar-19,Rp23359,Miro Street,,,  ,Lot 3 Dp81519,,3500,solid fuel heater- metro tiny ped
52329,Manawatu-Whanganui,Ruapehu,28-Mar-19,Rp23366,Uwha Road,,,  ,Sect 28,,5000,masport r5000 ped free standing wood fire
52332,Manawatu-Whanganui,Ruapehu,03-Apr-19,Rp23371,28 Arawa Street,,Ohakune,  ,Lot 6 Dp48052,12763 147 03,4500,solid fuel heater - masport osburn 1600
52334,Manawatu-Whanganui,Ruapehu,04-Apr-19,Rp23373,43 Hikumutu Road,,Taumarunui,  ,Lot 3 Dp76486,06024 784 00,4000,solid fuel heater - masport minos 2
52335,Manawatu-Whanganui,Ruapehu,06-Apr-19,Rp23356,78 Oio Road,,Owhango,  ,Lot 5 Dp430049,06080 169 01,665000,"single level dwelling, double garage & wood fire"
52347,Manawatu-Whanganui,Ruapehu,26-Apr-19,Rp23378,10 Steadman Street,,Taumarunui,  ,Lot 1 Dps2737,06020 588 00,4500,masport osburn 1600 woodfire
52351,Manawatu-Whanganui,Ruapehu,27-Apr-19,Rp23391,43 Railway Row,,Ohakune,  ,Lot 16 Dp73844,12761 011 00,3000,solid fuel heater - warmington studio
52352,Manawatu-Whanganui,Ruapehu,27-Apr-19,Rp23390,43 Railway Row,,Ohakune,  ,Lot 16 Dp73844,12761 011 00,3000,solid fuel heater - woodsman - ecr novo
52353,Manawatu-Whanganui,Ruapehu,27-Apr-19,Rp23393,14 Islington Street,,Raetihi,  ,Lot 2 Dp61585,12780 443 00,5000,solid fuel heater - woodsman - brunner
52354,Manawatu-Whanganui,Ruapehu,30-Apr-19,Rp23401,154 Mangawhero Terrace,,Ohakune,  ,Lot 2 Dp73991,12761 455 02,5500,solid fuel heater - masport minos 2 clean air
52355,Manawatu-Whanganui,Ruapehu,30-Apr-19,Rp23402,24 Tainui Street,,Ohakune,  ,Sec 61,12763 472 00,6000,solid fuel heater - metro xtreme rad
52356,Manawatu-Whanganui,Ruapehu,02-May-19,Rp23392,8 Marsack Road,,Taumarunui,  ,Lot 19 Dp7183,,1200,solid fuel heater - scandia warmbrite 140le
52359,Manawatu-Whanganui,Ruapehu,06-May-19,Rp23381,52 Ruapehu Road,,Ohakune,  ,Lot 2 Dp389056,,390000,"new 2 bed dwelling, septic tank, wood fire, attached carport and detached garage"
52360,Manawatu-Whanganui,Ruapehu,07-May-19,Rp23395,128 Totara Street,,Manunui,  ,Lot 3 Dp64062,,1799,solid fuel heater- masport minos 2
52361,Manawatu-Whanganui,Ruapehu,07-May-19,Rp23394,3433 State Highway 4,,Raurimu,  ,Pt Lot 1 Dp71457,,3500,solid fuel heater - woodsman brunner mkii wood
52362,Manawatu-Whanganui,Ruapehu,08-May-19,Rp23400,44 Miharo Street,,Rangataua,  ,Sec 7,,3749,solid fuel heater - metro - extreme rad with legs
52363,Manawatu-Whanganui,Ruapehu,08-May-19,Rp23411,17 Arawa Street,,Ohakune,  ,Lot 2 Dp85164,,4500,solid fuel heater - metro wee rad leg
52380,Manawatu-Whanganui,Ruapehu,20-May-19,Rp23423,32 Ameku Road,,Raetihi,  ,Lot 3 Dp3791,,5000,solid fuel heater - metro extreme rad - leg
52382,Manawatu-Whanganui,Ruapehu,21-May-19,Rp23413,10 Ameku Road,,Raetihi,  ,Lot 1 Dp50263,,4500,solid fuel heater - masport r5000l/r5000p
52385,Manawatu-Whanganui,Ruapehu,21-May-19,Rp23421,22 Mackenzie Street,,National Park,  ,Lot 4 Dp82206,,47000,"recladding, minor reframing, new windows, new solid fuel heater"
52390,Manawatu-Whanganui,Ruapehu,24-May-19,Rp23436,2 Tyne Street,,Ohakune,  ,Lot 1 Dp13824,,3000,solid fuel heater - woodsman ecr mark 3
52391,Manawatu-Whanganui,Ruapehu,24-May-19,Rp23430,6 Ruanui Street,,Waiouru,  ,Lot 14 Dp53837,,5000,solid fuel heater - woodsman brunner
52394,Manawatu-Whanganui,Ruapehu,27-May-19,Rp23441,56 Nei Street,,Rangataua,  ,Lot 3 Dp79654,,4500,solid fuel heater - woodman flare pedestal
52395,Manawatu-Whanganui,Ruapehu,27-May-19,Rp23442,27 Tainui Street,,Ohakune,  ,Lot 4 Dp42995,,7000,solid fuel heater - woodsman brunner mkii
52405,Manawatu-Whanganui,Ruapehu,06-Jun-19,Rp23443,45 Pitt Street,,Raetihi,  ,Sect 133,,5000,solid fuel heater - yunca hobson
52406,Manawatu-Whanganui,Ruapehu,07-Jun-19,Rp23450,3446 Turakina Valley Road,,Tangiwai,  ,Pt Lot 5 Dp17583,,4000,solid fuel heater - metro mega rad
52412,Manawatu-Whanganui,Ruapehu,17-Jun-19,Rp23467,126 Seddon Street,,Raetihi,  ,Lot 1 Dp3775,,2174,solid fuel heater - metro wee rad
52413,Manawatu-Whanganui,Ruapehu,17-Jun-19,Rp23465,7079 Makotuku Valley Road,,Raetihi,  ,Lot 1 Dp501503,,5000,solid fuel heater - masport wanaka
52414,Manawatu-Whanganui,Ruapehu,18-Jun-19,Rp23469,76 Matapuna Road,,Horopito,  ,Sect 5,,4500,solid fuel heater - metro tiny rad
52422,Manawatu-Whanganui,Ruapehu,28-Jun-19,Rp23476,106 Mangawhero Terrace Extension,,Ohakune,  ,Lot 13 Dp20565,,1500,solid fuel heater - woodsman flare
52424,Manawatu-Whanganui,Ruapehu,01-Jul-19,Rp23491,6 Ayr Street,,Ohakune,  ,Sect 11,12763 010 00,5000,solid fuel heater - woodsman totara insert
52432,Manawatu-Whanganui,Ruapehu,04-Jul-19,Rp23502,2485 State Highway 49,,Ohakune, 4691 ,Lot 1 Dp3918,12700 276 03,5700,solid fuel heater - metro eco smart insert
52440,Manawatu-Whanganui,Ruapehu,10-Jul-19,Rp23495,37 Ngapakihi Road,,Raetihi,  ,Lot 2 Dp374448,12660 609 00,5000,solid fuel heater - woodsman brunner mkii
52447,Manawatu-Whanganui,Ruapehu,18-Jul-19,Rp23513,92 Miro Street,,Ohakune,  ,Lot 2 Dp46950,12761 862 00,3500,solid fuel heater - masport r5000
52448,Manawatu-Whanganui,Ruapehu,18-Jul-19,Rp23514,4 Wye Street,,,  ,Lot 2 Dp314677,12761 788 01,4200,solid fuel heater - masport r5000
52452,Manawatu-Whanganui,Ruapehu,22-Jul-19,Rp23517,208 Smiths Road,,Ohakune,  ,Lot 1 Dp428482,12660 487 00,5600,solid fuel heater - firenzo contessa
52462,Manawatu-Whanganui,Ruapehu,05-Aug-19,Rp23527,139 Seddon Street,,Raetihi,  ,Sec 256,,4000,solid fuel heater - firenzo forte bay
52465,Manawatu-Whanganui,Ruapehu,07-Aug-19,Rp23528,4 Wye Street,,Ohakune,  ,Lot 2 Dp314677,,4500,solid fuel heater - masport r5000
52467,Manawatu-Whanganui,Ruapehu,08-Aug-19,Rp23486,Bullot Street,,Waiouru,  ,Sub 4 So18808,,9227,solid fuel heater - firenzo lady kitchener 800 urban dry
52468,Manawatu-Whanganui,Ruapehu,08-Aug-19,Rp23488,Burns Place,,Waiouru,  ,Sub 4 So18808,,9227,solid fuel heater - firenzo lady kitchener 800 urban dry
52469,Manawatu-Whanganui,Ruapehu,08-Aug-19,Rp23487,Bullot Street,,Waiouru,  ,Sub 4 So18808,,9227,solid fuel heater - firenzo lady kitchener 800 urban dry
52471,Manawatu-Whanganui,Ruapehu,08-Aug-19,Rp23534,State Highway 1,,Waiouru,  ,Sub 4 So18808,,11367,solid fuel heater - wagner butler
52472,Manawatu-Whanganui,Ruapehu,08-Aug-19,Rp23529,State Highway 1,,Waiouru,  ,Pt 2A Murimotu Pt 2A,,11367,solid fuel heater - wagner butler
52473,Manawatu-Whanganui,Ruapehu,08-Aug-19,Rp23533,State Highway 1,,Waiouru,  ,Sub 4 So18808,,11367,solid fuel heater - wagner butler
52474,Manawatu-Whanganui,Ruapehu,08-Aug-19,Rp23535,State Highway 1,,Waiouru,  ,Sub 4 So18808,,11367,solid fuel heater - wagner butler
52476,Manawatu-Whanganui,Ruapehu,12-Aug-19,Rp23539,84 Goldfinch Street,,Ohakune,  ,Sect 2,,4000,solid fuel heater - metro mega rad
52480,Manawatu-Whanganui,Ruapehu,13-Aug-19,Rp23542,66 Goldfinch Street,,Ohakune,  ,Lot 2 Dp314677,,4000,solid fuel heater - masport r5000
52482,Manawatu-Whanganui,Ruapehu,13-Aug-19,Rp23537,102 Valley Road,,Manunui,  ,Sect 16,,30000,new deck with verandah roof over & install wood fire
52514,Manawatu-Whanganui,Ruapehu,19-Sep-19,Rp23561,5 Lakes Road,,Ohakune,  ,Lot 1 Dp358060,12660 566 00,80000,"internal alterations + wood burner. deck extension + exterior wall reclad, new double glazing. new garage workshop and new waste water disposal system"
52520,Manawatu-Whanganui,Ruapehu,24-Sep-19,Rp23565,990 State Highway 41,,Ngapuke,  ,Hohotaka Pt 2E1,06130 060 00,7000,solid fuel heater - metro xtreme woody
52523,Manawatu-Whanganui,Ruapehu,26-Sep-19,Rp23594,6 Manuka Street,,Ohakune,  ,Lot 20 Dp50630,12761 870 00,3700,solid fuel heater - pyro classic iv 2019
52524,Manawatu-Whanganui,Ruapehu,26-Sep-19,Rp23596,8 Queen Street,,Raetihi,  ,Sect 166,12780 220 00,5000,solid fuel heater -  metro wee rad woody
52537,Manawatu-Whanganui,Ruapehu,09-Oct-19,Rp23614,16 Kaha Street,,,  ,Sect 4,,13000,solid fuel heater - esse ironheart
52540,Manawatu-Whanganui,Ruapehu,11-Oct-19,Rp23617,24 Willow Lane,,,  ,Lot 1 Dp319180,,5000,solid fuel heater - massport le 4000
52550,Manawatu-Whanganui,Ruapehu,24-Oct-19,Rp23628,4576 State Highway 4,,,  ,Lot 2 Dp377503,,6000,solid fuel heater - yunca monte multifuel
52563,Manawatu-Whanganui,Ruapehu,15-Nov-19,23646,94 Mangawhero Terrace Extension,,,  ,Lot 18 Dp20565,,3000,solid fuel heater - woodsman ecr novo
52568,Manawatu-Whanganui,Ruapehu,26-Nov-19,23653,9 Taitua Street,,,  ,Lot 2 Dp9072,,6000,solid fuel heater - yunca monte multifuel
52573,Manawatu-Whanganui,Ruapehu,12-Dec-19,Rp23665,5 Mackenzie Street,,National Park,  ,Lot 3 Dp83094,,4999,solid fuel heater - woodsman flare leg
52580,Manawatu-Whanganui,Ruapehu,20-Dec-19,Rp23678,157 Raurimu Road,,Raurimu,  ,Sec 13,,3500,solid fuel heater - wagener sparky
52581,Manawatu-Whanganui,Ruapehu,20-Dec-19,Rp23679,57 Arawa Street,,Ohakune,  ,Lot 3 Dp83332,,4000,solid fuel heater woodsman tarras mk3
52906,Canterbury,Selwyn,30-Jan-19,S1900071,"2 Fishermans Point , Taumutu Road",,Taumutu,  ,Lot 1- 2 Dp 79967,,100,solid fuel heater
52912,Canterbury,Selwyn,30-Jan-19,S182326,47 Kerrs Road,,Burnham,  ,Lot 8 Dp 6040,,4500,solid fuel heater
52913,Canterbury,Selwyn,30-Jan-19,S182321,52 Stonebridge Way,,Prebbleton,  ,Lot 60 Dp 80575,,4500,solid fuel heater
52919,Canterbury,Selwyn,30-Jan-19,S182310,295 Jowers Road,,West Melton,  ,Lot 1 Dp 484342,,10000,solid fuel heater
52925,Canterbury,Selwyn,30-Jan-19,S182315,11 Prebblewood Drive,,Prebbleton,  ,Lot 28 Dp 378498,,18000,solid fuel heater
52926,Canterbury,Selwyn,30-Jan-19,S182277,106 Warrens Road,,Greendale,  ,Lot 1 Dp 519292,,20813,solid fuel heater
52927,Canterbury,Selwyn,30-Jan-19,S182210,2 Waterholes Road,,Springston,  ,Lot 1 Dp 76867,,26500,solid fuel heater
52935,Canterbury,Selwyn,30-Jan-19,S182289,12 Dawn Place,,Kirwee,  ,Lot 12 Dp 57707,,60462,solid fuel heater
52942,Canterbury,Selwyn,30-Jan-19,S182090,22 Elmwood Drive,,Prebbleton,  ,Lot 1 Dp 62286 Lot 35 Dp 324187 Blk Xiii Chch Sd,,99435,solid fuel heater
52952,Canterbury,Selwyn,30-Jan-19,S182250,534 Rubicon Road,,Springfield,  ,Pt Rs 2356,,274555,solid fuel heater
52953,Canterbury,Selwyn,30-Jan-19,S182246,185 Stewarts Road,,Dunsandel,  ,Lot 1 Dp 304963,,280000,solid fuel heater
52977,Canterbury,Selwyn,30-Jan-19,S182327,13 Porter Place,,Castle Hill,  ,Lot 7 Dp 45986,,350000,solid fuel heater
53011,Canterbury,Selwyn,28-Feb-19,S190076,364 River Road,,Lincoln,  ,Lot 5 DP 23392 BLK IX HALSWELL S D,,4000,solid fuel heater
53013,Canterbury,Selwyn,28-Feb-19,S182328,6 Cassini Place,,Leeston,  ,Lot 33 DP 458186,,4500,solid fuel heater
53016,Canterbury,Selwyn,28-Feb-19,S182353,581 McLaughlins Road,,Darfield,  ,Lot 2 DP 302838,,5000,solid fuel heater
53017,Canterbury,Selwyn,28-Feb-19,S190051,13 Picasso Place,,Rolleston,  ,Lot 104 DP 317311,,5100,solid fuel heater
53018,Canterbury,Selwyn,28-Feb-19,S190024,11 George Street,,Rolleston,  ,Lot 12 DP 398707,,5600,solid fuel heater
53019,Canterbury,Selwyn,28-Feb-19,S182189,23 Kahu Street,,Burnham,  ,Reserve 1159,,6000,solid fuel heater
53020,Canterbury,Selwyn,28-Feb-19,S190102,60 Smiths Road,,Southbridge,  ,Lot 1 DP 72085,,6000,solid fuel heater
53150,Canterbury,Selwyn,30-Mar-19,S190138,5655 West Coast Road,,Springfield,  ,Lot 1 Dp 362093,,1500,solid fuel heater
53151,Canterbury,Selwyn,30-Mar-19,S190231,550 Whitecliffs Road,,Malvern Hills,  ,Pt Lot 3-4 Dp 480385 Pt Rs 35110 - Subj To Open Space Covenant,,3000,solid fuel heater
53152,Canterbury,Selwyn,30-Mar-19,S190420,12 Hobbs Street,,Hororata,  ,Lot 1 Dp 36619,,3090,solid fuel heater
53153,Canterbury,Selwyn,30-Mar-19,S190197,15 Tod Place,,Lincoln,  ,Lot 9 Dp 36175,,3699,solid fuel heater
53155,Canterbury,Selwyn,30-Mar-19,S190260,4 Oak Tree Lane,,Rolleston,  ,Lot 2 Dp 460070,,4000,solid fuel heater
53156,Canterbury,Selwyn,30-Mar-19,S190390,15 Mulholland Drive,,Darfield,  ,Lot 8 Dp 376966,,4000,solid fuel heater
53157,Canterbury,Selwyn,30-Mar-19,S190170,996 Weedons Ross Road,,West Melton,  ,Lot 1 Dp 827951,,4500,solid fuel heater
53158,Canterbury,Selwyn,30-Mar-19,S190293,183 Ridge Road,,Lincoln,  ,Lot 4 Dp 68546,,4500,solid fuel heater
53159,Canterbury,Selwyn,30-Mar-19,S190158,21 Tramway Road,,Springfield,  ,Lot 55 Dp 36231,,4500,solid fuel heater
53160,Canterbury,Selwyn,30-Mar-19,S190259,1016 Weedons Ross Road,,West Melton,  ,Lot 1 Dp 379538,,4500,solid fuel heater
53161,Canterbury,Selwyn,30-Mar-19,S190332,123 Torlesse Road,,West Melton,  ,Lot 2 Dp 78243 Blk X Rolleston Sd,,4500,solid fuel heater
53162,Canterbury,Selwyn,30-Mar-19,S190227,322 Perymans Road,,Lincoln,  ,Lot 1 Dp 70246,,4500,solid fuel heater
53163,Canterbury,Selwyn,30-Mar-19,S190290,12 Longden Street,,Darfield,  ,Sec 11 Being Blk Xiii Darfield Tship,,4500,solid fuel heater
53164,Canterbury,Selwyn,30-Mar-19,S190225,1 Breccia Street,,Rolleston,  ,Lot 188 Dp 481923,,4500,solid fuel heater
53165,Canterbury,Selwyn,30-Mar-19,S190415,249 Ridgens Road,,Greendale,  ,Lot 1 Dp 505327,,5000,solid fuel heater
53166,Canterbury,Selwyn,30-Mar-19,S190350,27 Chandler Way,,Rolleston,  ,Lot 495 Dp 476408,,5000,solid fuel heater
53167,Canterbury,Selwyn,30-Mar-19,S190452,33 Oakden Drive,,Darfield,  ,Lot 27 & 28 Dp 53194,,5000,solid fuel heater
53168,Canterbury,Selwyn,30-Mar-19,S190147,33 Rough Creek Road,,Arthurs Pass,  ,Sec 101 Arthurs Pass Tship Blk Vi Bealey Sd,,6000,solid fuel heater
53291,Canterbury,Selwyn,30-Apr-19,S190627,67 Rakaia Selwyn Road,,,  ,Lot 1 Dp 391230 Lot 2 Dp 301107 Lot 1 Dp  13472 Lot 1 Dp 14159 Lots 1-2 Dp 69927,,2500,solid fuel heater
53292,Canterbury,Selwyn,30-Apr-19,S190421,133 Paige Place,,Rolleston,  ,Lot 17 Dp 363037,,3600,solid fuel heater
53293,Canterbury,Selwyn,30-Apr-19,S190675,965 Old West Coast Road,,West Melton,  ,Lot 2 Dp 30660,,3765,solid fuel heater
53294,Canterbury,Selwyn,30-Apr-19,S190447,7 Ritso Street,,Darfield,  ,Section 5 So 491493,,4000,solid fuel heater
53295,Canterbury,Selwyn,30-Apr-19,S190567,4 Slattery Lane,,Leeston,  ,Lot 24 Dp 468088,,4500,solid fuel heater
53296,Canterbury,Selwyn,30-Apr-19,S190406,79 Paige Place,,Rolleston,  ,Lot 13 Dp 363,,4500,solid fuel heater
53297,Canterbury,Selwyn,30-Apr-19,S190568,144 Robinsons Road,,Prebbleton,  ,Lot 1 Dp 312198,,4500,solid fuel heater
53298,Canterbury,Selwyn,30-Apr-19,S190593,30 Railway Road,,Dunsandel,  ,Pt Rural Sec 4583,,4500,solid fuel heater
53299,Canterbury,Selwyn,30-Apr-19,S190468,25 Timber Yard Road,,Leeston,  ,Sec 6 Res 208 Blk Ii Southbridge Sd,,4500,solid fuel heater
53300,Canterbury,Selwyn,30-Apr-19,S190596,31 Shadbolt Lane,,Rolleston,  ,Lot 117 Dp 389867,,4500,solid fuel heater
53301,Canterbury,Selwyn,30-Apr-19,S190595,40 Saint James Street,,Southbridge,  ,Lot 3 Dp 44008,,4500,solid fuel heater
53302,Canterbury,Selwyn,30-Apr-19,S190479,46 Michaels Road,,Tai Tapu,  ,Lot 2 Dp 54603,,4500,solid fuel heater
53303,Canterbury,Selwyn,30-Apr-19,S190562,223 Barnes Road,,Lincoln,  ,Lot 1 Dp 444732,,4500,solid fuel heater
53304,Canterbury,Selwyn,30-Apr-19,S190513,5 Vogel Street,,Sheffield,  ,Lot 4 Dp 3863,,4750,solid fuel heater
