,region,council,date_issued,council_ref,location_street,location_suburb,location_area,location_all, Location_Postcode ,legal_description,val_number,consent_value,description
34288,Auckland,Manukau,19-Oct-20,MBCO10315685,64 Wattle Farm Road,Wattle Downs,Auckland,64 Wattle Farm Road Wattle Downs Auckland,2103,Lot 3 Dp 198821,,4422,dbc - sfh (fixed fee deposit charged) installation of a solid fuel heater and flue system
34290,Auckland,Manukau,19-Oct-20,MBCO10315752,144 Howard Road,Orere Point,Auckland,144 Howard Road Orere Point Auckland,2585,Lot 3 Dp 36709,,5700,install insert woodfire and flue
34307,Auckland,Manukau,20-Oct-20,MBCO10316023,1/11 Hayward Road,Papatoetoe,Auckland,1/11 Hayward Road Papatoetoe Auckland,2025,"Lot 37 Dp 40121, Flat 1 Dp 112939",,4000,install insert woodfire and flue into existing fireplace
34337,Auckland,Manukau,22-Oct-20,MBCO10316102,46 Galloway Crescent,Farm Cove,Auckland,46 Galloway Crescent Farm Cove Auckland,2012,Lot 120 Dp 85619,,4000,install freestanding woodfire and flue
34338,Auckland,Manukau,22-Oct-20,MBCO10316092,3 Luke Place,Otara,Auckland,3 Luke Place Otara Auckland,2023,Lot 24 Dp 49381,,4000,install insert woodfire and flue into existing fireplace
34445,Auckland,Manukau,3-Nov-20,MBCO10316824,8 Ranum Road,Papatoetoe,Auckland,8 Ranum Road Papatoetoe Auckland,2025,Lot 4 Dp 44017,,5000,installation of a masport le4000 inbuilt wood fire.
34446,Auckland,Manukau,3-Nov-20,MBCO10317036,2/1 Ayrshire Place,Northpark,Auckland,2/1 Ayrshire Place Northpark Auckland,2014,"Lot 219 Dp 131102, Flat 2 Dp 136829",,5167,installation of a solid fuel heater to manufacturers specifications
34528,Auckland,Manukau,10-Nov-20,MBCO10317565,12 Kiekie Road,Mangere Bridge,Auckland,12 Kiekie Road Mangere Bridge Auckland,2022,Lot 15 Dp 49778,,4700,install freestanding woodfire and flue
34609,Auckland,Manukau,17-Nov-20,MBCO10317567,163 Carnoustie Drive,Wattle Downs,Auckland,163 Carnoustie Drive Wattle Downs Auckland,2103,Lot 372 Dp 81439,,5208,installation of new solid fuel heater
34666,Auckland,Manukau,20-Nov-20,MBCO10317504,85 Rangitoto Road,Papatoetoe,Auckland,85 Rangitoto Road Papatoetoe Auckland,2025,Lot 1 Dp 381665,,4000,sfh - install freestanding woodfire into masonary cavity
34889,Auckland,Manukau,8-Dec-20,MBCO10317742,5 Meanda Gardens,Sunnyhills,Auckland,5 Meanda Gardens Sunnyhills Auckland,2010,Lot 61 Dp 62857,,60000,"rbw - reroof existing dwelling and internal alterations to bathrooms, move existing wood burner"
35072,Auckland,Manukau,21-Dec-20,MBCO10319906,101 David Avenue,Hill Park,Auckland,101 David Avenue Hill Park Auckland,  ,Lot 126 Dp 50276,,4889,sfh - installation of a solid fuel heater to manufacturers specifications
35074,Auckland,Manukau,21-Dec-20,MBCO10320025,1 David Avenue,Hill Park,Auckland,1 David Avenue Hill Park Auckland,  ,"Lot 111 Dp 50124, Sec 13 Blk Xi Otahuhu Sd",,5000,sfh - installation of new woodfire
35150,Marlborough,Marlborough,30-Jan-20,MbBC200067,15A New Renwick Road,,Blenheim,15A New Renwick Road  Blenheim,  ,,,3500,inbuilt woodsman totara log fire
35151,Marlborough,Marlborough,30-Jan-20,MbBC200080,8A Admiralty Place,,Waikawa,8A Admiralty Place  Waikawa,  ,,,4000,free standing masport r3000 wood stacker log fire
35153,Marlborough,Marlborough,30-Jan-20,MbBC200007,Mt Richmond State,,Forest Park,Mt Richmond State  Forest Park,  ,,,4000,free-standing wagener sparky log fire (tarn hut)
35154,Marlborough,Marlborough,30-Jan-20,MbBC200070,58 Blicks Lane,,Rapaura,58 Blicks Lane  Rapaura,  ,,,4000,free-standing metro ambie one log fire
35155,Marlborough,Marlborough,30-Jan-20,MbBC200074,60 Lucas Street,,Blenheim,60 Lucas Street  Blenheim,  ,,,4200,metro smart insert log fire
35156,Marlborough,Marlborough,30-Jan-20,MbBC200091,45 B Kent Street,,Street Picton,45 B Kent Street  Street Picton,  ,,,4300,free standing masport r1200 ped log fire
35157,Marlborough,Marlborough,30-Jan-20,MbBC200034,4 Mitchell Street,,Blenheim,4 Mitchell Street  Blenheim,  ,,,4300,free standing metro tiny ped log fire
35158,Marlborough,Marlborough,30-Jan-20,MbBC200066,10A Selwyn Street,,Blenheim,10A Selwyn Street  Blenheim,  ,,,4500,free-standing woodsman serene log fire
35159,Marlborough,Marlborough,30-Jan-20,MbBC200090,49 Milton Terrace,,Picton,49 Milton Terrace  Picton,  ,,,4900,free standing masport r5000 ped log fire
35160,Marlborough,Marlborough,30-Jan-20,MbBC200086,9 Grant Place,,Blenheim,9 Grant Place  Blenheim,  ,,,5000,free standing jayline spitfire log fire
35161,Marlborough,Marlborough,30-Jan-20,MbBC200044,3 Rudd Crescent,,Blenheim,3 Rudd Crescent  Blenheim,  ,,,5200,free-standing masport r5000 ped log fire
35163,Marlborough,Marlborough,30-Jan-20,MbBC200024,72 Pipitea Drive,,Rarangi,72 Pipitea Drive  Rarangi,  ,,,6800,free standing lady kitchener ag10 pedestal log fire with wetback
35167,Marlborough,Marlborough,30-Jan-20,MbBC200083,"Bryants Road,",,Rai,"Bryants Road,  Rai",  ,,,10000,four logfires: inbuilt jayline classic & kent the log fire and free-standing kent tile fire & milan piccolo
35174,Marlborough,Marlborough,30-Jan-20,MbBC200043,Four Fathom Bay,,Pelorus Sound,Four Fathom Bay  Pelorus Sound,  ,,,25000,relocation of new prefabricated dwelling with free-standing wagener sparky log fire & on- site wastewater system
35176,Marlborough,Marlborough,30-Jan-20,MbBC200013,204 Selmes Road,,Rapaura,204 Selmes Road  Rapaura,  ,,,30000,bathroom/laundry alterations & free-standing hunter aspect 80b log fire
35186,Marlborough,Marlborough,30-Jan-20,MbBC200030,152 Howick Road,,Blenheim,152 Howick Road  Blenheim,  ,,,50000,"dwelling alterations, free- standing masport akaroa log fire & garage"
35189,Marlborough,Marlborough,30-Jan-20,MbBC200063,45 Pine Valley Road,,Northbank,45 Pine Valley Road  Northbank,  ,,,90000,relocation of dwelling with masport log fire & wastewater system
35194,Marlborough,Marlborough,30-Jan-20,MbBC200009,14 A Mahakipawa Road,,Havelock,14 A Mahakipawa Road  Havelock,  ,,,240000,dwelling with masport r5000 wetback log fire
35199,Marlborough,Marlborough,30-Jan-20,MbBC200049,59 Te Rou Road,,Northbank,59 Te Rou Road  Northbank,  ,,,330310,yunca log fire & on-site wastewater management system
35207,Marlborough,Marlborough,30-Jan-20,MbBC200027,102 David Street,,Blenheim,102 David Street  Blenheim,  ,,,630000,dwelling with attached garage/log fire/relocate garage
35225,Marlborough,Marlborough,28-Feb-20,MbBC200205,Wairau Valley,,Wairau Valley,Wairau Valley  Wairau Valley,  ,,,100,amendment free-standing wagener sparky log fire (connors creek hut)
35229,Marlborough,Marlborough,28-Feb-20,MbBC200109,29 Brooklyn Drive,,Blenheim,29 Brooklyn Drive  Blenheim,  ,,,3000,free-standing pyroclassic iv log fire
35234,Marlborough,Marlborough,28-Feb-20,MbBC200122,674 Moetapu Bay Road,,Pelorus Sound,674 Moetapu Bay Road  Pelorus Sound,  ,,,3500,free-standing woodsman brunner mk ii log fire
35235,Marlborough,Marlborough,28-Feb-20,MbBC200190,9 Nicholson Street,,Renwick,9 Nicholson Street  Renwick,  ,,,3500,free-standing metro wee rad woody log fire
35236,Marlborough,Marlborough,28-Feb-20,MbBC200201,180A Middle Renwick Road,,Blenheim,180A Middle Renwick Road  Blenheim,  ,,,3500,free-standing masport minos clean air log fire
35237,Marlborough,Marlborough,28-Feb-20,MbBC200169,36A Muller Road,,Blenheim,36A Muller Road  Blenheim,  ,,,3500,free-standing woodsman ecr novo log fire
35238,Marlborough,Marlborough,28-Feb-20,MbBC200171,6771 State Highway  6,,Rai,6771 State Highway  6  Rai,  ,,,4000,free-standing woodsman brunner mk ii log fire
35239,Marlborough,Marlborough,28-Feb-20,MbBC200203,779 State Highway  1,,Koromiko,779 State Highway  1  Koromiko,  ,,,4000,free standing woodsman tarras mkiii log fire with wetback
35240,Marlborough,Marlborough,28-Feb-20,MbBC200140,19 Stephenson Street,,Blenheim,19 Stephenson Street  Blenheim,  ,,,4000,free-standing masport r1200 log fire
35241,Marlborough,Marlborough,28-Feb-20,MbBC200148,7 Safe Street,,Blenheim,7 Safe Street  Blenheim,  ,,,4000,free-standing masport r1600 log fire
35243,Marlborough,Marlborough,28-Feb-20,MbBC200103,25 Tytler Street,,Grovetown,25 Tytler Street  Grovetown,  ,,,4000,free-standing woodsman tarras mk iii log fire
35244,Marlborough,Marlborough,28-Feb-20,MbBC200189,3086 State Highway  1,,St Andrews,3086 State Highway  1  St Andrews,  ,,,4000,free-standing woodsman tarras mk iii log fire
35245,Marlborough,Marlborough,28-Feb-20,MbBC200184,240A Scott Street,,Blenheim,240A Scott Street  Blenheim,  ,,,4200,free standing masport r3000 leg log fire
35246,Marlborough,Marlborough,28-Feb-20,MbBC200180,98 Scott Street,,Blenheim,98 Scott Street  Blenheim,  ,,,4500,inbuilt woodsman totara log fire
35247,Marlborough,Marlborough,28-Feb-20,MbBC200206,8B Amelia Crescent,,Waikawa,8B Amelia Crescent  Waikawa,  ,,,4500,free-standing woodsman brunner mk ii log fire
35248,Marlborough,Marlborough,28-Feb-20,MbBC200111,11 Leslies Road,,Okaramio,11 Leslies Road  Okaramio,  ,,,4500,free-standing metro xtreme rad leg log fire
35250,Marlborough,Marlborough,28-Feb-20,MbBC200129,32 Colemans Road,,Blenheim,32 Colemans Road  Blenheim,  ,,,4500,inbuilt masport bannockburn i2000 log fire
35251,Marlborough,Marlborough,28-Feb-20,MbBC200158,6A Nelson Place,,Renwick,6A Nelson Place  Renwick,  ,,,4500,free-standing masport r3000 log fire
35253,Marlborough,Marlborough,28-Feb-20,MbBC200186,13 Milford Street,,Blenheim,13 Milford Street  Blenheim,  ,,,4800,free-standing masport r3000 ash pan log fire
35256,Marlborough,Marlborough,28-Feb-20,MbBC200097,30 Soucis Lane,Okiwi Bay,Croisilles,30 Soucis Lane Okiwi Bay Croisilles,  ,,,5000,free standing jayline fr300 log fire
35258,Marlborough,Marlborough,28-Feb-20,MbBC200204,7 Lybster Street,,Blenheim,7 Lybster Street  Blenheim,  ,,,5000,inbuilt firenzo athena bay aqualux log fire
35259,Marlborough,Marlborough,28-Feb-20,MbBC200130,6 Pope Crescent,,Blenheim,6 Pope Crescent  Blenheim,  ,,,5000,free-standing jayline fr400 log fire
35260,Marlborough,Marlborough,28-Feb-20,MbBC200098,20F Roseneath Lane,,Blenheim,20F Roseneath Lane  Blenheim,  ,,,5200,free-standing metro xtreme ped log fire with wetback
35261,Marlborough,Marlborough,28-Feb-20,MbBC200168,129B Scott Street,,Blenheim,129B Scott Street  Blenheim,  ,,,5500,free-standing jayline fr400 log fire
35262,Marlborough,Marlborough,28-Feb-20,MbBC200182,13A Taranaki Street,,Picton,13A Taranaki Street  Picton,  ,,,5800,free standing jayline fr300w log fire with wetback
35263,Marlborough,Marlborough,28-Feb-20,MbBC200127,25 Main Road,,Havelock,25 Main Road  Havelock,  ,,,6000,free-standing masport mackenzie r10000 log fire
35264,Marlborough,Marlborough,28-Feb-20,MbBC200177,102 Cleghorn Street,,Blenheim,102 Cleghorn Street  Blenheim,  ,,,6000,free standing firenzo bronte ag log fire
35266,Marlborough,Marlborough,28-Feb-20,MbBC200119,417 Ben Morven Road,,Fairhall,417 Ben Morven Road  Fairhall,  ,,,6643,free-standing firenzo encore urban log fire with wetback reconnection
35306,Marlborough,Marlborough,28-Feb-20,MbBC200165,56 Rowley Crescent,,Grovetown,56 Rowley Crescent  Grovetown,  ,,,295000,one-bedroom family flat with free-standing log fire & carport
35313,Marlborough,Marlborough,28-Feb-20,MbBC200155,Vickerman Street,,Grovetown,Vickerman Street  Grovetown,  ,,,399500,dwelling with attached garage & free-standing log fire
35318,Marlborough,Marlborough,28-Feb-20,MbBC200126,6 Pukeko Place,,Waikawa,6 Pukeko Place  Waikawa,  ,,,448182,dwelling with attached garage & free-standing metro wee rad woody log fire
35320,Marlborough,Marlborough,28-Feb-20,MbBC200101,18 Rose Manor Drive,,Blenheim,18 Rose Manor Drive  Blenheim,  ,,,475136,dwelling with attached garage & inbuilt masport le 4000 log fire
35321,Marlborough,Marlborough,28-Feb-20,MbBC200170,95 Turnbull Drive,,Blenheim,95 Turnbull Drive  Blenheim,  ,,,536257,dwelling with attached garage & free-standing masport r5000 log fire
35337,Marlborough,Marlborough,30-Mar-20,MbBC200294,50 Durham Street,,Picton,50 Durham Street  Picton,  ,,,2600,free standing scandia heat & cook log fire
35338,Marlborough,Marlborough,30-Mar-20,MbBC200280,36 Rousehill Street,,Renwick,36 Rousehill Street  Renwick,  ,,,2850,free-standing metro xtreme rad log fire
35339,Marlborough,Marlborough,30-Mar-20,MbBC200318,13 Ngaio Street,,Rarangi,13 Ngaio Street  Rarangi,  ,,,3000,free standing metro wee rad woody log fire
35340,Marlborough,Marlborough,30-Mar-20,MbBC200313,99 Dillons Point Road,,Dillons Point,99 Dillons Point Road  Dillons Point,  ,,,3000,free-standing metro xtreme ped ve log fire
35342,Marlborough,Marlborough,30-Mar-20,MbBC200242,1 Kaituna Place,,Havelock,1 Kaituna Place  Havelock,  ,,,3500,free-standing woodsman tarras  log fire
35343,Marlborough,Marlborough,30-Mar-20,MbBC200246,18 Vickerman Street,,Grovetown,18 Vickerman Street  Grovetown,  ,,,3500,free-standing metro wee rad woody log fire
35344,Marlborough,Marlborough,30-Mar-20,MbBC200301,29 Redwood Street,,Blenheim,29 Redwood Street  Blenheim,  ,,,3500,free standing woodsman brunner mkii log fire
35345,Marlborough,Marlborough,30-Mar-20,MbBC200324,20 Durham Street,,Picton,20 Durham Street  Picton,  ,,,3500,free standing woodsman brunner mkii log fire
35346,Marlborough,Marlborough,30-Mar-20,MbBC200328,118 Maxwell Road,,Blenheim,118 Maxwell Road  Blenheim,  ,,,3500,free standing woodsman novo log fire
35348,Marlborough,Marlborough,30-Mar-20,MbBC200264,7 Forest Park Drive,,Blenheim,7 Forest Park Drive  Blenheim,  ,,,3500,free standing woodsman novo log fire
35349,Marlborough,Marlborough,30-Mar-20,MbBC200235,129 A Wellington Street,,Picton,129 A Wellington Street  Picton,  ,,,4000,free standing masport r5000 log fire with wetback
35350,Marlborough,Marlborough,30-Mar-20,MbBC200278,6 Alabama Road,,Blenheim,6 Alabama Road  Blenheim,  ,,,4000,inbuilt masport bannockburn i2000 log fire
35351,Marlborough,Marlborough,30-Mar-20,MbBC200240,500 Cissy Bay Road,,Pelorus Sound,500 Cissy Bay Road  Pelorus Sound,  ,,,4000,free-standing yunca hobson log fire with wetback
35352,Marlborough,Marlborough,30-Mar-20,MbBC200285,18 Gilbert Street,,Blenheim,18 Gilbert Street  Blenheim,  ,,,4200,free standing masport r3000 ped log fire
35353,Marlborough,Marlborough,30-Mar-20,MbBC200262,21 Battys Road,,Blenheim,21 Battys Road  Blenheim,  ,,,4200,inbuilt metro smart insert log fire
35354,Marlborough,Marlborough,30-Mar-20,MbBC200329,31 Rousehill Street,,Renwick,31 Rousehill Street  Renwick,  ,,,4500,free standing woodsman brunner mkii log fire with wetback
35355,Marlborough,Marlborough,30-Mar-20,MbBC200218,4 Old Renwick Road,,Blenheim,4 Old Renwick Road  Blenheim,  ,,,4500,free-standing masport r5000 leg log fire
35356,Marlborough,Marlborough,30-Mar-20,MbBC200295,712 Dillons Point Road,,Dillons Point,712 Dillons Point Road  Dillons Point,  ,,,4500,free-standing masport r5000 log fire
35357,Marlborough,Marlborough,30-Mar-20,MbBC200265,9 Birchwood Avenue,,Blenheim,9 Birchwood Avenue  Blenheim,  ,,,4500,free standing woodsman serene log fire
35358,Marlborough,Marlborough,30-Mar-20,MbBC200273,89 Wither Road,,Blenheim,89 Wither Road  Blenheim,  ,,,4500,free standing masport r1200 log fire
35359,Marlborough,Marlborough,30-Mar-20,MbBC200260,16 Girling Avenue,,Blenheim,16 Girling Avenue  Blenheim,  ,,,4500,free standing woodsman brunner mkii log fire
35360,Marlborough,Marlborough,30-Mar-20,MbBC200296,81 Giffords Creek Lane,,Rapaura,81 Giffords Creek Lane  Rapaura,  ,,,4500,free-standing masport r3000 ash log fire
35361,Marlborough,Marlborough,30-Mar-20,MbBC200292,12A Dillon Street,,Blenheim,12A Dillon Street  Blenheim,  ,,,4500,inbuilt metro smart log fire
35362,Marlborough,Marlborough,30-Mar-20,MbBC200263,452 Northbank Road,,Northbank,452 Northbank Road  Northbank,  ,,,4500,free-standing woodsman brunner mk ii log fire
35365,Marlborough,Marlborough,30-Mar-20,MbBC200267,44 Lintons Road,,Redwood Pass,44 Lintons Road  Redwood Pass,  ,,,4900,log fire free standing rayburn royal
35366,Marlborough,Marlborough,30-Mar-20,MbBC200251,9 Huia Street,,Waikawa,9 Huia Street  Waikawa,  ,,,4900,free-standing metro wee rad base log fire
35368,Marlborough,Marlborough,30-Mar-20,MbBC200219,94 Thomas Road,,Tuamarina,94 Thomas Road  Tuamarina,  ,,,5000,free-standing metro xtreme  rad leg log fire with wetback
35369,Marlborough,Marlborough,30-Mar-20,MbBC200213,30 Meehan Street,,Blenheim,30 Meehan Street  Blenheim,  ,,,5000,free-standing jayline fr300 log fire
35372,Marlborough,Marlborough,30-Mar-20,MbBC200212,21 Oxford Street,,Picton,21 Oxford Street  Picton,  ,,,5200,free-standing jayline fr300 log fire
35374,Marlborough,Marlborough,30-Mar-20,MbBC200226,130 Rarangi Beach Road,,Rarangi,130 Rarangi Beach Road  Rarangi,  ,,,5500,free standing metro xtreme rad woody log fire
35376,Marlborough,Marlborough,30-Mar-20,MbBC200298,12 Brook Street,,Blenheim,12 Brook Street  Blenheim,  ,,,5500,inbuilt masport zero clearance le4000 log fire
35378,Marlborough,Marlborough,30-Mar-20,MbBC200247,24 Ngaio Street,,Rarangi,24 Ngaio Street  Rarangi,  ,,,6252,free-standing metro xtreme rad woody log fire
35379,Marlborough,Marlborough,30-Mar-20,MbBC200255,Catherine Cove,,D'Urville,Catherine Cove  D'Urville,  ,,,7000,free-standing metro ltd wee rad leg log fire
35383,Marlborough,Marlborough,30-Mar-20,MbBC200319,20 Admiralty Place,,Waikawa,20 Admiralty Place  Waikawa,  ,,,9000,dwelling alterations/new free standing log fire
35396,Marlborough,Marlborough,30-Mar-20,MbBC200288,109 Arthur Street,,Blenheim,109 Arthur Street  Blenheim,  ,,,35000,"re-cladding of dwelling, replace part of wall with beam & free-standing masport mackenzie r10,000 log fire"
35417,Marlborough,Marlborough,30-Mar-20,MbBC200253,41 Mowat Street,,Blenheim,41 Mowat Street  Blenheim,  ,,,185000,dwelling with free-standing metro wee rad log fire
35422,Marlborough,Marlborough,30-Mar-20,MbBC200279,17A Camerons Road,,Okaramio,17A Camerons Road  Okaramio,  ,,,200000,dwelling with free-standing metro wee rad log fire & on- site wastewater system
35428,Marlborough,Marlborough,30-Mar-20,MbBC200258,Queen Charlotte Drive,,Linkwater,Queen Charlotte Drive  Linkwater,  ,,,342000,dwelling with attached carport/free standing log fire
35433,Marlborough,Marlborough,30-Mar-20,MbBC200283,34 A Nelson Street,,Blenheim,34 A Nelson Street  Blenheim,  ,,,387600,dwelling with attached garage/free standing log fire
35436,Marlborough,Marlborough,30-Mar-20,MbBC200230,41 Catalina Crescent,,Blenheim,41 Catalina Crescent  Blenheim,  ,,,412000,dwelling with attached garge/log fire
35437,Marlborough,Marlborough,30-Mar-20,MbBC200290,Rosina Corlett Lane,,Omaka,Rosina Corlett Lane  Omaka,  ,,,420000,"dwelling with attached garage, wastewater system & free- standing firenzo contessa log fire"
35438,Marlborough,Marlborough,30-Mar-20,MbBC200314,40 Sussex Street,,Picton,40 Sussex Street  Picton,  ,,,450000,dwelling with attached garage & free-standing masport f3000 log fire
35440,Marlborough,Marlborough,30-Mar-20,MbBC200277,3703 Waihopai Valley Road,,Waihopai,3703 Waihopai Valley Road  Waihopai,  ,,,900000,"dwelling with attached garage, inbuilt jetmaster 850 log fire, wastewater system & four bay shed"
